links,month
https://www.aljazeera.net/blogs/2020/6/4/%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A7%D8%AA-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%87%D9%84-%D8%B3%D9%8A%D9%81%D8%B4%D9%84-%D8%AA%D8%B1%D9%85%D8%A8-%D9%81%D9%8A,2
https://www.aljazeera.net/blogs/2020/3/15/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A7%D9%86%D8%AE%D8%B1%D8%A7%D8%B7-%D9%85%D9%86-%D8%A7%D9%84%D8%AE%D9%84%D9%81-%D9%81%D9%8A,2
https://www.aljazeera.net/news/2021/6/13/%D9%82%D9%85%D8%A9-%D8%A7%D9%84%D8%B3%D8%A8%D8%B9,2
https://www.aljazeera.net/blogs/2020/9/17/%D8%B1%D8%B3%D8%A7%D8%A6%D9%84-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86,2
https://www.aljazeera.net/blogs/2020/1/21/%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AF%D8%A9-%D9%88%D8%A2%D9%85%D8%A7%D9%84-%D8%AA%D8%AD%D9%82%D9%8A%D9%82%D9%87%D8%A7-%D9%87%D9%84-%D8%B3%D8%AA%D8%AE%D8%B1%D8%AC-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7,2
https://www.aljazeera.net/blogs/2019/3/24/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%A7%D9%84%D8%AA%D9%8A-%D9%84%D9%85-%D8%AA%D8%B8%D9%87%D8%B1%D9%87%D8%A7-%D9%87%D9%88%D9%84%D9%8A%D9%88%D9%88%D8%AF,2
https://www.aljazeera.net/blogs/2019/9/19/%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D8%AF%D9%87%D8%A7%D8%A1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A-%D9%88%D8%A7%D9%84%D8%B9%D9%82%D9%8A%D8%AF%D8%A9-%D8%A7%D9%84%D9%82%D8%AA%D8%A7%D9%84%D9%8A%D8%A9,2
https://www.aljazeera.net/blogs/2019/4/4/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%B3%D8%A7%D9%86%D8%AF-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9,2
https://www.aljazeera.net/blogs/2016/9/27/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%83%D9%8A%D9%81-%D8%AA%D8%A8%D9%8A%D8%B9-%D8%AD%D9%84%D9%81%D8%A7%D8%A1%D9%87%D8%A7-%D9%88%D8%AA%D9%86%D8%AA%D9%82%D9%8A,2
https://www.aljazeera.net/encyclopedia/2021/9/5/%D9%85%D9%86%D8%B0-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D9%82%D9%84%D8%A7%D9%84-%D9%88%D8%AD%D8%AA%D9%89-%D8%A3%D9%81%D8%BA%D8%A7%D9%86%D8%B3%D8%AA%D8%A7%D9%86-%D9%87%D8%B0%D9%87,2
https://www.aljazeera.net/blogs/2019/6/12/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%87%D8%B2%D8%A7%D8%A6%D9%85-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%AE%D8%B4%D9%89,2
https://www.aljazeera.net/news/politics/2020/6/1/%D9%83%D9%8A%D9%81-%D8%AA%D9%81%D8%A7%D8%B9%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-%D9%85%D8%B9-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7%D8%9F,2
https://www.aljazeera.net/blogs/2019/6/24/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%A5%D9%8A%D8%B1%D8%A7%D9%86-%D8%AD%D8%B1%D8%A8-%D9%88%D8%B5%D8%B1%D8%A7%D8%B9-%D8%A3%D9%85-%D8%AA%D9%88%D8%B8%D9%8A%D9%81,2
https://www.aljazeera.net/blogs/2019/5/18/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%A5%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D8%B3%D8%AA%D9%81%D8%B2%D8%A7%D8%B2-%D9%88%D9%85%D8%B5%D8%A7%D9%84%D8%AD-%D8%A3%D9%85-%D8%AD%D8%B1%D9%88%D8%A8,2
https://www.aljazeera.net/blogs/2019/5/20/%D9%87%D9%84-%D9%87%D9%86%D8%A7%D9%83-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%82%D8%A7%D8%AF%D9%85%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7,2
https://www.aljazeera.net/blogs/2018/10/28/%D9%85%D8%B3%D9%84%D9%85%D9%88-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D9%8A%D9%86-%D9%85%D8%B7%D8%B1%D9%82%D8%A9-%D8%A7%D9%84%D9%8A%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%B7%D8%B1%D9%81,2
https://www.aljazeera.net/blogs/2018/2/20/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%A3%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7-%D8%A7%D9%84%D9%83%D8%A7%D8%A8%D9%88%D8%B3-%D9%88%D8%A7%D9%84%D8%AD%D9%84%D9%85,2
https://www.aljazeera.net/blogs/2016/12/2/%D9%85%D8%A7-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D8%AC%D8%B9%D9%84-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%B9%D8%B8%D9%8A%D9%85%D8%A9,2
https://www.aljazeera.net/blogs/2017/3/10/%D8%A3%D9%8A%D9%86-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-%D9%85%D9%86-%D8%B7%D9%85%D9%88%D8%AD-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%B1%D9%88%D8%B3%D9%8A%D8%A7,2
https://www.aljazeera.net/blogs/2018/11/28/%D9%87%D9%84-%D9%82%D8%B1%D8%B1%D8%AA-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D8%AE%D9%84%D8%B5-%D9%85%D9%86-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8,2
https://www.aljazeera.net/blogs/2020/4/11/%D8%A7%D9%84%D8%B1%D8%A3%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D8%AD%D8%B1%D9%88%D8%A8-%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D9%84%D8%A9-%D9%83%D9%8A%D9%81-%D8%AA%D8%B5%D9%86%D8%B9,2
https://www.aljazeera.net/opinions/2022/3/28/%D8%A5%D9%8A%D8%B1%D8%A7%D9%86-%D9%88%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%85%D9%86-%D9%88%D8%B1%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D9%8A%D8%A8-%D9%81%D9%8A,2
https://www.aljazeera.net/blogs/2019/8/19/%D9%83%D8%B4%D9%85%D9%8A%D8%B1-%D8%A2%D8%AE%D8%B1-%D8%A3%D9%88%D8%B1%D8%A7%D9%82-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%AD%D9%8A%D8%B7,2
https://www.aljazeera.net/news/lifestyle/2022/2/21/%D9%81%D8%B1%D8%B5-%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7,2
https://www.aljazeera.net/blogs/2019/7/10/%D8%A7%D9%84%D8%AB%D9%88%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%84%D9%88%D9%86%D8%A9-%D9%88%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D8%AD%D9%82%D9%8A%D9%82%D8%A9,2
https://www.aljazeera.net/news/politics/2021/5/17/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%AF%D8%B9%D9%85-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%A8%D8%B4%D9%83%D9%84-%D9%84%D8%A7,2
https://www.aljazeera.net/blogs/2018/12/23/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D9%84%D9%86-%D8%AA%D8%AA%D8%AE%D9%84%D9%89-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%A7%D9%84%D8%B9%D9%85%D9%8A%D9%82%D8%A9-%D8%B9%D9%86-%D8%AA%D8%B1%D9%85%D8%A8,2
https://www.aljazeera.net/ebusiness/2021/4/29/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%B4%D8%AA%D8%B1%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A7%D9%84%D9%86%D9%81%D8%B7-%D9%85%D9%86,2
https://www.aljazeera.net/blogs/2019/6/30/%D9%83%D9%88%D8%A8%D8%A7-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%B9%D8%B1%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%AA%D8%B5%D8%B7%D8%AF%D9%85,2
https://www.aljazeera.net/news/politics/2021/1/22/%D8%A5%D9%84%D8%BA%D8%A7%D8%A1-%D8%A8%D8%A7%D9%8A%D8%AF%D9%86-%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D8%B3%D9%81%D8%B1-%D9%85%D8%A7%D8%B0%D8%A7-%D9%8A%D8%B9%D9%86%D9%8A%D8%9F-%D9%88%D9%83%D9%8A%D9%81,2
https://www.aljazeera.net/opinions/2022/6/20/%D9%83%D9%8A%D9%81-%D8%AA%D8%AF%D9%8A%D8%B1-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%B5%D8%B1%D8%A7%D8%B9-%D8%A7%D9%84%D8%AD%D8%B6%D8%A7%D8%B1%D8%A7%D8%AA,2
https://www.aljazeera.net/news/politics/2021/12/4/%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%AA%D9%82%D8%AA%D8%B1%D8%A8-%D9%85%D9%86-%D8%AA%D9%82%D9%8A%D9%8A%D8%AF-%D8%AD%D9%82-%D8%A7%D9%84%D8%A5%D8%AC%D9%87%D8%A7%D8%B6,2
https://www.aljazeera.net/ebusiness/2021/1/5/%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D8%AD%D9%83-5-%D8%A3%D9%85%D9%88%D8%B1-%D9%8A%D8%AC%D8%A8,2
https://www.aljazeera.net/ebusiness/2021/11/3/%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1,2
https://www.aljazeera.net/news/politics/2022/6/6/%D9%87%D9%84-%D8%AA%D8%B3%D8%AA%D8%B7%D9%8A%D8%B9-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%85%D9%86%D8%B9-%D8%BA%D8%B2%D9%88-%D8%B5%D9%8A%D9%86%D9%8A-%D9%84%D8%AA%D8%A7%D9%8A%D9%88%D8%A7%D9%86%D8%9F,2
https://www.aljazeera.net/ebusiness/2022/6/11/%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%88%D9%82%D9%88%D8%AF-%D9%81%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA,2
https://www.aljazeera.net/encyclopedia/2021/12/12/%D8%B6%D8%B1%D8%A8%D8%AA-5-%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%B9%D8%B1%D9%81-%D8%B9%D9%86,2
https://www.aljazeera.net/news/politics/2021/9/28/%D8%A3%D9%81-%D8%A8%D9%8A-%D8%A2%D9%8A-fbi-%D8%AA%D9%82%D8%B1-%D8%A8%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%D9%8A-%D9%81%D9%8A-%D8%AC%D8%B1%D8%A7%D8%A6%D9%85,2
https://www.aljazeera.net/news/politics/2022/5/27/%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D9%84%D8%A7-%D9%8A%D8%B3%D8%AA%D8%B7%D8%B9-%D8%A3%D9%8A-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A-%D8%A5%D8%B6%D8%B9%D8%A7%D9%81,2
https://www.aljazeera.net/news/lifestyle/2020/11/10/10-%D8%B9%D8%A7%D8%AF%D8%A7%D8%AA-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%84%D8%A7-%D9%8A%D8%B3%D9%85%D8%AD-%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA,2
https://www.aljazeera.net/blogs/2019/12/31/%D9%87%D9%84-%D8%AA%D8%B9%D8%A7%D9%85%D9%84-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%83%D8%AF%D9%88%D9%84%D8%A9-%D9%85%D8%AD%D8%AA%D9%84%D8%A9,2
https://www.aljazeera.net/news/science/2020/2/3/%D8%B3%D9%83%D8%A7%D9%86-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D8%B5%D9%84%D9%8A%D9%88%D9%86-%D8%AC%D8%A7%D8%A4%D9%88%D8%A7,2
https://www.aljazeera.net/reyada/2021/12/28/%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AF%D8%AF-%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7,2
https://www.aljazeera.net/blogs/2018/5/28/%D8%A7%D9%84%D9%84%D9%88%D8%A8%D9%8A-%D8%A7%D9%84%D8%B5%D9%87%D9%8A%D9%88%D9%86%D9%8A-%D8%A8%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%85%D9%86-%D9%8A%D8%AD%D9%83%D9%85-%D8%A7%D9%84%D8%A2%D8%AE%D8%B1,2
https://www.aljazeera.net/news/scienceandtechnology/2021/10/25/%D9%8A%D8%AD%D8%B0%D8%B1-%D9%85%D8%B3%D8%A4%D9%88%D9%84%D9%88-%D8%A7%D9%84%D9%85%D8%AE%D8%A7%D8%A8%D8%B1%D8%A7%D8%AA-%D9%85%D9%86-%D8%A3%D9%86-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%8A%D8%AC%D8%A8,2
https://www.aljazeera.net/blogs/2017/5/24/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7-%D9%88%D8%A5%D9%8A%D8%B1%D8%A7%D9%86-%D8%A3%D8%B9%D8%AF%D8%A7%D8%A1-%D9%85%D9%86-%D9%88%D8%B1%D9%82-%D8%AD%D9%84%D9%81%D8%A7%D8%A1-%D8%B9%D9%84%D9%89,2
https://www.aljazeera.net/news/miscellaneous/2022/5/26/%D9%81%D9%8A-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D9%86%D9%82%D8%B5-%D9%86%D8%A7%D8%AF%D8%B1-%D9%81%D9%8A-%D8%AD%D9%84%D9%8A%D8%A8-%D8%A7%D9%84%D8%B1%D8%B6%D8%B9-%D9%8A%D8%B2%D9%8A%D8%AF,2
https://www.aljazeera.net/news/miscellaneous/2022/1/6/%D8%B4%D8%A7%D8%A8-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%8A%D9%88%D8%AB%D9%82-%D9%85%D8%B9%D8%A7%D9%86%D8%A7%D8%AA%D9%87-%D8%A8%D8%AD%D9%8A%D8%A7%D8%AA%D9%87,2
https://www.aljazeera.net/blogs/2019/1/27/%D9%87%D9%84-%D8%B3%D9%86%D8%B4%D9%87%D8%AF-%D8%BA%D8%B2%D9%88%D8%A7-%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A7-%D9%84%D9%81%D9%86%D8%B2%D9%88%D9%8A%D9%84%D8%A7,2
https://www.aljazeera.net/ebusiness/2021/11/14/%D8%A5%D9%83%D8%B3%D8%A8%D8%B1%D8%AA-%D9%87%D9%84-%D8%AE%D8%B3%D8%B1%D8%AA-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8,2
